STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Telangana,Mancherial,RCPLWEA,21,21,1,6,20,15,144.886,220.6134,66.504,92.479,77.832
Telangana,Mancherial,PM-JANMAN,2,0,0,0,2,0,3.25,2.835,0,0,3.25
Telangana,Medak,PMGSY-I,99,6,99,5,0,1,314.96,60.9081,311.917,110.1285,0
Telangana,"Medchal Malkajgiri",PMGSY-I,15,0,15,0,0,0,24.04,2.5764,24.04,5.6566,0
Telangana,Mulugu,PMGSY-I,68,4,67,4,1,0,215.437,89.7022,210.833,99.0521,2.68
Telangana,Mulugu,PMGSY-II,2,0,2,0,0,0,12.6,9.5286,12.57,8.3201,0
Telangana,Nalgonda,PMGSY-I,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
Telangana,Nalgonda,PMGSY-III,20,6,5,1,15,5,134.721,93.76009,41.545,40.1472,92.476
Telangana,Narayanpet,PMGSY-I,26,1,26,1,0,0,122.97,22.2787,117.61,44.413,0
Telangana,Narayanpet,PMGSY-II,3,0,3,0,0,0,30.29,18.952,29.853,14.4262,0
Telangana,Nirmal,PMGSY-I,74,13,70,12,4,1,272.87,92.9709,255.516,124.5224,14.034
Telangana,Nirmal,PMGSY-II,1,0,1,0,0,0,9.4,2.42,4.71,2.3232,0
Telangana,Peddapalli,PMGSY-III,9,2,3,0,6,2,48.181,31.19386,35.703,27.5489,11.221
Telangana,"Rajanna Sircilla",PMGSY-I,49,4,49,4,0,0,151.225,28.7581,143.795,53.3743,0
Telangana,"Rajanna Sircilla",PMGSY-III,12,4,0,0,12,4,80.699,58.18098,31.167,22.3203,49.532
Telangana,"Ranga Reddy",PMGSY-I,108,22,108,22,0,0,437.925,100.8337,430.273,185.4617,0
Telangana,Siddipet,PMGSY-III,13,6,3,0,10,6,112.806,92.27847,49.09,69.4431,62.406
Telangana,Suryapet,PMGSY-I,92,0,92,0,0,0,404.38,82.0688,394.4,164.8189,0
Telangana,Suryapet,PMGSY-III,17,2,9,1,8,1,97.085,56.5596,64.392,40.236,30.893
Telangana,Vikarabad,PMGSY-III,13,2,8,0,5,2,93.085,60.13381,70.713,47.4115,20.693
Telangana,Wanaparthy,PMGSY-II,1,0,1,0,0,0,6.82,4.0783,6.2,2.8984,0
Tripura,Gomati,PM-JANMAN,19,0,0,0,19,0,26.438,27.58798,0,0,26.438
Tripura,Khowai,PMGSY-III,13,2,0,0,13,2,92.749,92.56916,1.5,15.7207,91.249
Tripura,Sepahijala,PMGSY-I,207,4,207,4,0,0,648.341,388.9445,614.046,404.3257,0
Tripura,"South Tripura",PMGSY-III,14,0,1,0,13,0,144.105,138.01054,30.515,27.6286,113.423
Tripura,Unakoti,PMGSY-I,82,7,80,6,2,1,276.206,187.76862,263.809,172.0437,3.951
Tripura,Unakoti,PMGSY-II,3,0,3,0,0,0,17.488,16.9733,17.488,18.1259,0
Tripura,"West Tripura",PMGSY-I,168,6,168,6,0,0,465.545,274.9518,443.853,247.1325,0
"Uttar Pradesh",Ambedkarnagar,PMGSY-I,204,0,204,0,0,0,584.768,179.7895,572.209,168.0181,0
"Uttar Pradesh",Amethi,PMGSY-II,17,0,17,0,0,0,106.3,71.95935,106.275,64.0155,0
"Uttar Pradesh",Auraiya,PMGSY-I,140,0,140,0,0,0,378.67,105.0773,369.13,96.9338,0
"Uttar Pradesh",Badaun,PMGSY-III,22,0,22,0,0,0,143.705,96.9952,141.583,79.4437,0
"Uttar Pradesh",Bahraich,PMGSY-I,260,0,260,0,0,0,938.632,325.7493,921.943,312.4871,0
"Uttar Pradesh",Bahraich,PMGSY-II,12,1,12,1,0,0,101.075,64.5484,98.849,60.6683,0
"Uttar Pradesh",Ballia,PMGSY-III,32,0,25,0,7,0,233.075,146.6125,209.145,105.6038,23.9
"Uttar Pradesh",Banda,PMGSY-I,141,0,141,0,0,0,469.34,134.1771,455.706,142.0221,0
"Uttar Pradesh",Banda,PMGSY-III,21,0,11,0,10,0,163.367,136.6557,118.093,102.747,45.21
"Uttar Pradesh",Basti,PMGSY-I,272,0,272,0,0,0,785.883,244.2302,775.395,227.4427,0
"Uttar Pradesh",Bijnor,PMGSY-I,240,0,240,0,0,0,607.99,117.6318,597.435,106.644,0
"Uttar Pradesh",Bijnor,PMGSY-III,19,0,19,0,0,0,135.038,90.1265,135.038,74.9555,0
"Uttar Pradesh",Bulandshahr,PMGSY-I,315,0,315,0,0,0,754.485,163.9748,744.607,157.2351,0
"Uttar Pradesh",Bulandshahr,PMGSY-III,42,0,39,0,3,0,296.13,183.67973,273.54,137.3435,14.473
"Uttar Pradesh",Chandauli,PMGSY-III,18,0,18,0,0,0,135.425,55.76251,132.61,41.6295,0
"Uttar Pradesh",Chitrakoot,PMGSY-I,108,0,108,0,0,0,410.745,120.0661,403.403,126.7396,0
"Uttar Pradesh",Deoria,PMGSY-III,67,0,31,0,36,0,481.107,480.63866,294.509,210.7518,185.144
"Uttar Pradesh",Etah,PMGSY-II,14,0,14,0,0,0,105.27,59.27319,105.27,48.2012,0
"Uttar Pradesh",Etah,PMGSY-III,35,0,35,0,0,0,251.245,164.66377,250.331,118.6884,0
"Uttar Pradesh",Farrukhabad,PMGSY-II,10,0,10,0,0,0,91.3,55.02389,90.594,49.8256,0
"Uttar Pradesh",Fatehpur,PMGSY-III,59,0,27,0,32,0,466.05,442.89172,285.349,206.2882,180.033
"Uttar Pradesh",Firozabad,PMGSY-I,233,0,233,0,0,0,630.325,145.113,621.425,132.606,0
"Uttar Pradesh",Gonda,PMGSY-I,232,0,232,0,0,0,683.49,218.8356,679.896,209.6878,0
"Uttar Pradesh",Hapur,PMGSY-I,131,0,131,0,0,0,424.57,100.07328,425.04,94.6871,0
"Uttar Pradesh",Hardoi,PMGSY-III,67,0,58,0,9,0,480.658,350.96026,464.402,292.3879,11.164
"Uttar Pradesh",J.B.F.Nagar,PMGSY-I,187,0,187,0,0,0,512.96,120.0831,505.117,112.9559,0
"Uttar Pradesh",Jalaun,PMGSY-I,178,0,178,0,0,0,548.53,139.047,533.757,134.3715,0
"Uttar Pradesh",Kannauj,PMGSY-II,14,0,14,0,0,0,107.955,80.04009,107.85,74.0124,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-III,33,0,23,0,10,0,238.679,199.11752,167.607,91.4428,61.705
"Uttar Pradesh",Kasganj,PMGSY-I,114,0,114,0,0,0,368.925,116.5174,364.388,111.4347,0
"Uttar Pradesh",Kasganj,PMGSY-II,14,0,14,0,0,0,109.075,60.18487,108.975,51.3523,0
"Uttar Pradesh",Kushinagar,PMGSY-I,289,0,289,0,0,0,1041.804,357.591,1036.11,330.9882,0
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-II,13,0,13,0,0,0,93.825,59.505,92.27,52.4103,0
"Uttar Pradesh",Lalitpur,PMGSY-I,139,0,139,0,0,0,603.97,176.035,603.114,181.2625,0
"Uttar Pradesh",Lucknow,PMGSY-I,286,0,286,0,0,0,704.295,173.87,690.081,161.0642,0
"Uttar Pradesh",Lucknow,PMGSY-II,15,0,15,0,0,0,99.5,61.2842,99.162,55.7579,0
"Uttar Pradesh",Lucknow,PMGSY-III,20,0,18,0,2,0,155.615,121.82107,148.646,97.7268,6.35
"Uttar Pradesh",Maharajganj,PMGSY-II,16,0,16,0,0,0,104.45,66.1358,105.2,58.6796,0
"Uttar Pradesh",Mahoba,PMGSY-II,11,0,11,0,0,0,99.5,52.5926,99.5,48.3865,0
"Uttar Pradesh",Mainpuri,PMGSY-I,243,0,242,0,1,0,480.101,104.4497,474.093,89.4605,1
"Uttar Pradesh",Mathura,PMGSY-II,11,0,11,0,0,0,94.5,69.5562,90.835,58.4898,0
"Uttar Pradesh",Mau,PMGSY-I,214,0,214,0,0,0,573.175,156.0495,572.837,154.6465,0
"Uttar Pradesh",Meerut,PMGSY-III,23,0,22,0,1,0,203.857,111.6808,195.207,89.0103,3.8
"Uttar Pradesh",Mirzapur,PMGSY-III,23,0,18,0,5,0,187.965,120.91011,154.29,73.8035,28.245
"Uttar Pradesh",Moradabad,PMGSY-III,24,0,24,0,0,0,147.805,89.64673,143.842,69.7287,0
"Uttar Pradesh",Pilibhit,PMGSY-I,201,0,201,0,0,0,652.975,146.95,640.109,144.1701,0
"Uttar Pradesh",Pilibhit,PMGSY-II,11,1,11,1,0,0,77.75,40.98453,75.76,40.1661,0
"Uttar Pradesh","Rae Bareli",PMGSY-I,259,0,259,0,0,0,860.477,259.3289,842.455,258.1429,0
"Uttar Pradesh","Rae Bareli",PMGSY-II,12,0,12,0,0,0,116.9,87.66288,116,75.5848,0
"Uttar Pradesh","Rae Bareli",PMGSY-III,67,0,49,0,18,0,493.58,414.98825,416.769,259.0899,73.525
"Uttar Pradesh",Rampur,PMGSY-II,13,0,13,0,0,0,100.8,52.66694,100.7,46.2817,0
"Uttar Pradesh",Sambhal,PMGSY-II,13,0,13,0,0,0,101.402,52.93763,101.089,46.0753,0
"Uttar Pradesh",Shahjahanpur,PMGSY-I,296,0,296,0,0,0,987.46,353.0337,961.85,347.2636,0
"Uttar Pradesh",Shahjahanpur,PMGSY-II,13,0,13,0,0,0,109.6,68.09171,106.005,60.8477,0
"Uttar Pradesh",Siddharathnagar,PMGSY-II,17,0,17,0,0,0,110.4,74.0974,110.3,63.3838,0
"Uttar Pradesh",Sitapur,PMGSY-I,384,0,384,0,0,0,992.655,327.422,957.959,301.1009,0
"Uttar Pradesh",Sitapur,PMGSY-II,11,0,11,0,0,0,92.775,77.9234,90.918,66.0692,0
"Uttar Pradesh",Sitapur,PMGSY-III,64,0,62,0,2,0,509.362,488.41828,505.768,423.6276,3.322
"Uttar Pradesh",Sultanpur,PMGSY-II,7,0,7,0,0,0,93.55,70.7646,92.3,59.7019,0
Uttarakhand,Bageshwar,PMGSY-II,9,0,9,0,0,0,52.125,31.849,52.125,30.9384,0
Uttarakhand,Dehradun,PMGSY-II,10,0,10,0,0,0,51.747,29.3604,51.497,29.1708,0
Uttarakhand,Dehradun,PMGSY-III,12,0,0,0,12,0,114.045,93.08242,27.5,19.8675,86.545
Uttarakhand,Nainital,PMGSY-III,9,0,1,0,8,0,96.283,75.4575,5.56,9.1032,90.719
Uttarakhand,Pauri,PMGSY-II,16,0,16,0,0,0,136.372,95.2061,135.947,97.4138,0
Uttarakhand,Pauri,PMGSY-III,35,0,2,0,33,0,423.942,303.7155,206.394,142.7082,217.548
Uttarakhand,Tehri,PMGSY-I,258,16,255,12,3,4,2097.752,1030.97501,2073.78,994.5943,1.585
Uttarakhand,Tehri,PMGSY-II,13,1,13,0,0,1,120.233,84.8196,119.808,82.0818,0
Uttarakhand,"Udham Singh Nagar",PMGSY-I,34,0,34,0,0,0,87.36,27.5101,87.01,28.6638,0
Uttarakhand,Uttarkashi,PMGSY-III,25,0,0,0,25,0,238.812,206.9279,1.5,3.486,237.312
"West Bengal",Bankura,PMGSY-III,5,0,4,0,1,0,44.86,33.57125,39.551,22.2906,4.349
"West Bengal",Hooghly,PMGSY-II,15,0,15,0,0,0,96.426,74.68126,96.426,64.3534,0
"West Bengal",Howrah,PMGSY-III,15,0,1,0,14,0,89.729,65.52992,44.78,36.5506,44.949
"West Bengal",Jalpaiguri,PMGSY-II,16,0,16,0,0,0,95.62,78.00579,93.74,67.0303,0
"West Bengal",Kalimpong,PMGSY-II,6,2,6,1,0,1,65.472,89.1983,65.257,85.1484,0
"West Bengal",Maldah,PMGSY-I,200,1,200,1,0,0,1416.876,662.56652,1394.504,589.4175,0
"West Bengal",Maldah,PMGSY-II,20,0,20,0,0,0,174.297,141.17538,172.705,117.3991,0
"West Bengal",Nadia,PMGSY-I,249,1,249,1,0,0,1683.342,766.74,1668.023,707.9647,0
"West Bengal","North 24 Parganas",PMGSY-II,17,0,17,0,0,0,108.635,88.48067,108.82,64.7262,0
"West Bengal","Paschim Burdwan",PMGSY-III,7,0,3,0,4,0,40.87,32.9354,31.715,17.6069,8.475
"West Bengal","Purba Burdwan",PMGSY-III,4,0,1,0,3,0,20.98,15.01912,12.5,9.9168,8.48
"West Bengal","Purba Medinipur",PMGSY-II,11,2,11,2,0,0,101.85,82.46289,101.408,77.8186,0
"West Bengal",Purulia,PMGSY-II,18,0,18,0,0,0,143.66,112.21407,142.905,82.0457,0
"West Bengal","Siliguri M.P.",PMGSY-I,94,1,94,1,0,0,354.167,121.07113,352.332,110.1007,0
"West Bengal","South 24-Parganas",PMGSY-III,8,0,2,0,6,0,38.055,30.06976,21.747,18.2737,16.308
"West Bengal",Uttardinajpur,PMGSY-II,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
"Andaman And Nicobar",Nicobar,PMGSY-I,3,0,3,0,0,0,2.969,1.3857,2.969,1.1082,0
"Andhra Pradesh","Alluri Sitharama Raju",PM-JANMAN,96,0,0,0,96,0,218.48,196.47953,0,0,218.48
"Andhra Pradesh",Anakapalli,PMGSY-III,13,4,13,1,0,3,92.275,60.77811,86.604,48.8712,0
"Andhra Pradesh",Anantapur,PMGSY-II,8,0,8,0,0,0,75.02,29.9953,74.961,27.1823,0
"Andhra Pradesh",Annamayya,PMGSY-I,144,6,144,6,0,0,495.735,106.8891,479.78,101.3144,0
"Andhra Pradesh",Annamayya,PMGSY-III,52,1,28,0,24,1,386.961,222.36631,199.515,91.2124,181.581
"Andhra Pradesh",Chittoor,PMGSY-II,11,0,11,0,0,0,69.29,33.6205,66.882,27.3141,0
"Andhra Pradesh",Chittoor,PMGSY-III,37,2,33,0,4,2,276.248,172.5041,236.524,104.229,32.64
"Andhra Pradesh","East Godavari",PMGSY-II,6,0,6,0,0,0,42.9,18.4807,41.22,15.4279,0
"Andhra Pradesh",Eluru,PMGSY-I,175,2,175,2,0,0,421.675,99.6221,417.125,114.8553,0
"Andhra Pradesh",Guntur,PMGSY-III,11,3,6,0,5,3,68.444,61.4522,35.735,18.9649,32.236
"Andhra Pradesh",Kakinada,PMGSY-I,121,1,121,1,0,0,278.7,48.8651,267.2,40.8587,0
"Andhra Pradesh",Kakinada,PMGSY-II,7,0,7,0,0,0,39.106,17.77,37.507,14.3061,0
"Andhra Pradesh",Krishna,PMGSY-III,16,6,6,0,10,6,95.023,115.75985,36.806,27.9772,56.337
"Andhra Pradesh",Nandyal,PMGSY-I,115,12,115,12,0,0,385.365,92.5398,365.51,48.7807,0
"Andhra Pradesh",Palnadu,PMGSY-I,138,4,138,4,0,0,565.97,142.3531,565.606,150.4727,0
"Andhra Pradesh","Parvathipuram Manyam",PM-JANMAN,19,0,0,0,19,0,38.65,39.56477,0,0,38.65
"Andhra Pradesh",Prakasam,PMGSY-I,147,27,147,27,0,0,637.849,205.5158,620.485,199.8045,0
"Andhra Pradesh",Tirupati,PMGSY-I,137,15,137,15,0,0,344.624,86.9762,334.918,83.0694,0
"Andhra Pradesh",Visakhapatnam,PMGSY-I,49,1,49,1,0,0,84.052,23.2047,79.283,20.176,0
"Andhra Pradesh",Vizianagaram,PMGSY-I,176,3,174,3,2,0,519.45,119.6766,503.29,120.2743,16.1
"Andhra Pradesh","Y S R Kadapa",PMGSY-III,36,8,19,0,17,8,315.088,242.9157,165.207,83.5891,142.721
"Arunachal Pradesh",Anjaw,PMGSY-I,26,9,21,3,5,6,354.135,292.5651,294.395,244.336,60.04
"Arunachal Pradesh","Dibang Valley",PMGSY-III,3,3,0,0,3,3,26.2,47.3487,0,1.1624,26.2
"Arunachal Pradesh","East Kameng",PMGSY-I,113,16,99,15,14,1,1911.37,1286.0398,1752.38,1219.1271,151.44
"Arunachal Pradesh",Kamale,PMGSY-I,24,5,24,5,0,0,307.16,212.0949,310.66,212.4258,0
"Arunachal Pradesh","Kra Daadi",PMGSY-III,10,4,0,0,10,4,74.4,84.56496,0,0,74.4
"Arunachal Pradesh",Lohit,PMGSY-II,2,0,2,0,0,0,15.64,9.0112,15.64,7.7549,0
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-I,29,4,29,4,0,0,171.48,104.4418,171.48,97.4866,0
"Arunachal Pradesh","Lower Siang",PMGSY-II,3,0,3,0,0,0,7.56,3.2261,7.56,3.0301,0
"Arunachal Pradesh","Lower Subansiri",PMGSY-III,12,3,5,2,7,1,83.17,79.9842,37.14,51.55,46.03
"Arunachal Pradesh","Papum Pare",PMGSY-II,6,6,6,6,0,0,73.13,106.784,69.02,98.8974,0
"Arunachal Pradesh","Shi Yomi",PMGSY-I,24,2,22,1,2,1,218.71,195.3334,169.12,151.8978,49.59
"Arunachal Pradesh",Siang,PMGSY-III,6,1,0,0,6,1,45.72,34.6605,1.5,1.5613,44.22
"Arunachal Pradesh",Tirap,PMGSY-II,2,0,2,0,0,0,11,8.2416,11,7.8375,0
"Arunachal Pradesh","West Kameng",PMGSY-II,2,0,2,0,0,0,8.22,3.9595,8.19,4.348,0
"Arunachal Pradesh","West Siang",PMGSY-II,4,0,4,0,0,0,21.05,17.2134,21.05,16.0836,0
"Arunachal Pradesh","West Siang",PMGSY-III,13,4,0,0,13,4,92.01,90.4337,0,10.9192,92.01
Assam,Baksa,PMGSY-II,8,4,8,4,0,0,55.431,41.1995,55.431,43.2605,0
Assam,Cachar,PMGSY-II,13,5,13,5,0,0,127.789,96.8147,127.789,93.8537,0
Assam,Chirang,PMGSY-I,140,45,140,45,0,0,531.319,456.52395,530.547,475.8436,0
Assam,Dhemaji,PMGSY-III,13,2,10,0,3,2,87.604,49.67692,72.93,33.5512,14.674
Assam,Goalpara,PMGSY-I,375,69,375,69,0,0,1064.279,694.17209,1060.507,775.3987,0
Assam,Golaghat,PMGSY-III,26,0,22,0,4,0,205.458,136.3507,169.01,112.275,36.118
Assam,Hailakandi,PMGSY-I,111,7,111,7,0,0,387.395,272.3226,380.831,302.6537,0
Assam,Hailakandi,PMGSY-III,19,0,13,0,6,0,131.043,75.45408,88.038,45.7914,42.901
Assam,Karimganj,PMGSY-III,23,0,12,0,11,0,145.542,111.22492,111.907,81.4045,33.56
Assam,Nalbari,PMGSY-III,37,1,29,0,8,1,208.322,154.83533,179.09,121.1418,29.232
Assam,Nowgaon,PMGSY-II,18,5,17,5,1,0,134.856,93.0606,130.453,85.259,0.05
Assam,Sonitpur,PMGSY-II,20,4,20,4,0,0,180.67,130.875,180.62,133.7059,0
Assam,Tinsukia,PMGSY-I,354,28,354,28,0,0,1319.943,757.55064,1310.572,824.4406,0
Assam,Tinsukia,PMGSY-III,18,3,15,0,3,3,140.04,95.80004,134.08,84.9674,5.5
Bihar,Araria,PMGSY-I,320,220,317,209,3,11,1646.233,1354.31006,1598.568,1246.4348,1.522
Bihar,Araria,PMGSY-III,35,60,15,0,20,60,349.644,406.98168,142.949,105.531,203.06
Bihar,Aurangabad,RCPLWEA,29,12,23,9,6,3,410.667,434.77915,384.732,412.7769,20.775
Bihar,Banka,RCPLWEA,11,16,11,16,0,0,183.075,272.19727,181.293,217.3813,0
Bihar,Begusarai,PMGSY-I,258,7,257,7,1,0,747.741,410.38037,724.06,298.1341,0.07
Bihar,Bhagalpur,PMGSY-I,393,39,385,38,8,1,1375.376,711.298,1298.734,608.4857,35.337
Bihar,Bhojpur,PMGSY-II,2,0,2,0,0,0,26.025,10.6814,25.625,11.3167,0
Bihar,Buxar,PMGSY-I,338,1,335,1,3,0,1094.849,473.94658,1064.316,441.7273,2.023
Bihar,Chapra(Saran),PMGSY-II,18,0,18,0,0,0,63.492,25.39787,63.042,28.1169,0
Bihar,Darbhanga,PMGSY-I,471,31,463,30,8,1,1521.72,984.1863,1241.698,611.2189,2.986
Bihar,"East Champaran",PMGSY-II,15,0,15,0,0,0,51.742,22.1739,51.742,24.1707,0
Bihar,Gaya,PMGSY-II,20,3,20,3,0,0,141.465,94.72322,141.295,99.1389,0
Bihar,Jahanabad,PMGSY-II,5,0,5,0,0,0,36.965,13.50654,36.741,17.5317,0
Bihar,Jahanabad,PMGSY-III,5,0,1,0,4,0,46.094,26.11107,18.35,15.3272,27.744
Bihar,Jamui,PMGSY-I,541,54,532,52,9,2,1846.65,1010.15891,1765.73,889.9844,19.058
Bihar,Katihar,PMGSY-I,378,52,374,44,4,8,1363.269,803.89291,1312.976,766.2837,2.065
Bihar,Katihar,PMGSY-II,8,2,8,2,0,0,77.1,38.80552,75.81,39.6028,0
Bihar,Katihar,PMGSY-III,41,107,13,10,28,97,403.087,787.94374,204.389,390.3201,194.99
Bihar,Khagaria,PMGSY-III,3,0,2,0,1,0,26.09,19.73818,19.91,12.0933,6.18
Bihar,Lakhisarai,PMGSY-II,5,0,5,0,0,0,47.055,20.2212,47.055,20.3086,0
Bihar,Madhepura,PMGSY-III,34,23,22,12,12,11,359.093,428.98463,266.634,321.0145,91.268
Bihar,Madhubani,PMGSY-III,20,14,12,0,8,14,212.08,234.33669,124.307,109.1698,83.785
Bihar,Munger,PMGSY-III,3,0,3,0,0,0,21.864,16.2629,21.864,10.0935,0
Bihar,Muzaffarpur,PMGSY-I,761,12,759,12,2,0,2398.417,1350.30879,2324.26,1211.2526,6.824
Bihar,Nalanda,PMGSY-I,431,9,430,9,1,0,1285.064,563.77684,1264.156,510.2857,0.9
Bihar,Nalanda,PMGSY-III,17,8,16,6,1,2,116.3,73.32436,114.463,55.2758,0.03
Bihar,Nawada,RCPLWEA,17,10,16,10,1,0,217.44,278.48476,203.584,211.7195,0.795
Bihar,Purnia,PMGSY-III,32,69,20,37,12,32,318.905,484.96039,231.294,377.9837,83.128
Bihar,Rohtas,PMGSY-III,13,0,10,0,3,0,104.417,68.52202,99.212,43.3605,3.955
Bihar,Sitamarhi,PMGSY-I,651,111,643,110,8,1,1755.151,1383.7902,1696.858,1209.6846,10.025
Bihar,Supaul,PMGSY-I,215,20,213,16,2,4,672.916,468.9238,661.146,435.3801,1.662
Bihar,Vaishali,PMGSY-I,496,9,496,8,0,1,1580.714,754.27234,1521.695,671.834,0
Chhattisgarh,Balrampur,PMGSY-III,17,2,17,0,0,2,188.595,94.09783,187.605,75.4982,0
Chhattisgarh,Bemetra,PMGSY-III,21,5,21,2,0,3,148.44,116.25624,149.15,92.8847,0
Chhattisgarh,Bijapur,PMGSY-I,296,0,175,0,121,0,1567.745,476.9285,1064.385,287.3695,501.91
Chhattisgarh,Bilaspur,PMGSY-I,207,0,207,0,0,0,820.69,229.0845,778.95,206.371,0
Chhattisgarh,Durg,PMGSY-I,96,0,96,0,0,0,375,103.6962,354.46,94.6991,0
Chhattisgarh,Gariaband,PMGSY-II,5,0,5,0,0,0,77.09,46.5609,76.315,49.3132,0
Chhattisgarh,Gariaband,PMGSY-III,19,15,19,0,0,15,227.08,124.8281,227.08,92.6914,0
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-III,11,0,11,0,0,0,102.4,44.82817,102.4,42.6314,0
Chhattisgarh,Jangir-Champa,PMGSY-III,21,1,21,0,0,1,213.05,147.44477,214.07,124.7749,0
Chhattisgarh,Jashpur,PMGSY-I,379,18,379,18,0,0,1922.406,662.97695,1837.145,636.3826,0
Chhattisgarh,Kanker,RCPLWEA,124,36,92,14,32,22,690.725,512.91634,524.029,324.5423,161.815
Chhattisgarh,Kondagaon,PMGSY-I,249,12,248,12,1,0,1201.185,457.53484,1144.046,514.3542,4.5
Chhattisgarh,Korba,PMGSY-III,25,5,25,2,0,3,270.065,172.543,271.085,142.8609,0
Chhattisgarh,Koria,PMGSY-I,228,24,228,24,0,0,1249.56,400.405,1237.032,413.6803,0
Chhattisgarh,Mungeli,PMGSY-III,13,1,13,0,0,1,133.81,101.17747,135.001,91.8105,0
Chhattisgarh,Narayanpur,PMGSY-I,94,1,92,1,2,0,344.835,191.55853,335.065,190.4595,10
Chhattisgarh,Raigarh,PMGSY-III,24,0,24,0,0,0,307.175,160.605,306.853,138.8714,0
Chhattisgarh,Rajnandgaon,PMGSY-I,734,16,733,16,1,0,2597.244,819.24598,2496.41,823.049,9.735
Chhattisgarh,Rajnandgaon,RCPLWEA,54,22,48,5,6,17,415.825,308.05882,374.054,208.9858,32.6
Chhattisgarh,Sukma,PMGSY-III,6,0,6,0,0,0,77.05,42.1025,76.35,32.5968,0
Chhattisgarh,Surguja,PMGSY-I,327,28,327,27,0,1,1531.09,458.0023,1483.911,484.641,0
Gujarat,Arvalli,PMGSY-I,196,1,196,1,0,0,517.8,132.5029,513.42,139.2369,0
Gujarat,Banaskantha,PMGSY-I,221,0,221,0,0,0,581.105,167.7729,571.986,169.3812,0
Gujarat,Bhavnagar,PMGSY-III,11,6,9,0,2,6,99.063,77.9801,81.756,35.0401,17.8
Gujarat,Botad,PMGSY-I,26,0,26,0,0,0,79.435,12.7498,79.44,15.3514,0
Gujarat,Dangs,PMGSY-II,2,0,2,0,0,0,17.31,9.9084,17.31,9.4611,0
Gujarat,Gandhinagar,PMGSY-III,7,1,7,0,0,1,69.38,43.20693,67.608,31.6639,0
Gujarat,Kheda,PMGSY-III,14,0,14,0,0,0,129.955,81.17447,129.592,75.1846,0
Gujarat,Mehsana,PMGSY-II,4,0,4,0,0,0,56.46,39.3364,56.46,30.9787,0
Gujarat,Morbi,PMGSY-III,9,2,9,0,0,2,86.278,55.81509,86.27,39.4777,0
Gujarat,Narmada,PMGSY-I,74,3,74,3,0,0,271.39,78.4196,271.07,85.5156,0
Gujarat,Navsari,PMGSY-I,222,0,222,0,0,0,448.7,105.8405,448.645,104.1331,0
Gujarat,Navsari,PMGSY-III,8,6,8,0,0,6,61.59,86.0764,62.59,53.0186,0
Gujarat,Porbandar,PMGSY-I,21,0,21,0,0,0,61.12,7.5072,61.02,7.6499,0
Gujarat,Porbandar,PMGSY-III,2,0,2,0,0,0,23.15,10.6139,23.15,10.9132,0
Gujarat,Rajkot,PMGSY-III,9,11,9,0,0,11,103.148,93.50779,103.031,45.1834,0
Gujarat,Sabarkantha,PMGSY-I,149,1,149,1,0,0,458.49,99.5148,444.84,96.7314,0
Haryana,Bhiwani,PMGSY-I,15,0,15,0,0,0,174.78,82.3566,174.63,58.3123,0
Haryana,"Charkhi Dadri",PMGSY-I,10,0,10,0,0,0,106.45,42.6275,106.35,34.1111,0
Haryana,Faridabad,PMGSY-II,0,2,0,2,0,0,0,3.8065,0,3.1549,0
Haryana,Fatehabad,PMGSY-I,18,0,18,0,0,0,205.46,67.7108,205.342,59.351,0
Haryana,Kaithal,PMGSY-I,20,0,20,0,0,0,281.71,103.4395,279.57,91.5525,0
Haryana,Rewari,PMGSY-I,22,0,22,0,0,0,238.406,84.1866,238.318,70.4965,0
Haryana,Rewari,PMGSY-II,4,0,4,0,0,0,31.567,23.3616,30.526,18.717,0
Haryana,Sirsa,PMGSY-I,18,0,18,0,0,0,276.32,80.0627,276.32,72.9615,0
Haryana,Sonepat,PMGSY-I,20,0,20,0,0,0,209.625,82.9402,210.285,78.7516,0
"Himachal Pradesh",Chamba,PMGSY-II,6,0,5,0,1,0,109.53,87.984,109.53,81.07,0
"Himachal Pradesh","Lahul And Spiti",PMGSY-III,10,0,0,0,10,0,114.063,119.82945,0,20.1647,114.063
"Himachal Pradesh",Shimla,PMGSY-III,49,0,0,0,49,0,571.68,551.48496,10,17.2618,561.68
"Jammu And Kashmir",Anantnag,PMGSY-III,8,0,6,0,2,0,34.346,31.00592,28.12,20.3112,6.114
